instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16448,2012-11-23,4,1,11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13
12854,2012-06-24,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534
7304,2011-11-05,4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82
11329,2012-04-22,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6
3630,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47
10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65
17012,2012-12-16,4,1,12,14,0,0,0,2,0.38,0.3939,0.76,0.1343,50,260,310
15731,2012-10-22,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296
6846,2011-10-17,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333
3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.6970000000000001,0.43,0.2239,62,181,243
4018,2011-06-21,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,21,288,309
12795,2012-06-22,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359
13616,2012-07-26,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,279
4481,2011-07-10,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349
13119,2012-07-05,3,1,7,19,0,4,1,2,0.88,0.8029999999999999,0.39,0.2537,128,375,503
13398,2012-07-17,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.19399999999999998,37,122,159
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160
16978,2012-12-15,4,1,12,4,0,6,0,2,0.24,0.2576,0.87,0.1045,1,5,6
6079,2011-09-15,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,25,223,248
6225,2011-09-21,3,0,9,22,0,3,1,2,0.62,0.5455,0.94,0.0,15,112,127
3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211
6722,2011-10-12,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.19399999999999998,89,366,455
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
14598,2012-09-05,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,221,155,376
9136,2012-01-21,1,1,1,13,0,6,0,2,0.2,0.19699999999999998,0.8,0.2537,10,66,76
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136
11697,2012-05-07,2,1,5,13,0,1,1,2,0.6,0.6212,0.53,0.3284,75,197,272
16627,2012-11-30,4,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262
10790,2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367
15555,2012-10-15,4,1,10,7,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476
11191,2012-04-16,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
9440,2012-02-03,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227
3431,2011-05-27,2,0,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308
1308,2011-02-27,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268
885,2011-02-09,1,0,2,8,0,3,1,1,0.1,0.1364,0.42,0.0,1,198,199
10723,2012-03-27,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221
12942,2012-06-28,3,1,6,10,0,4,1,1,0.74,0.6667,0.48,0.19399999999999998,40,144,184
12969,2012-06-29,3,1,6,13,0,5,1,1,0.94,0.8788,0.38,0.19399999999999998,45,194,239
16608,2012-11-29,4,1,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,537
4528,2011-07-12,3,0,7,13,0,2,1,1,0.86,0.8029999999999999,0.47,0.2239,32,104,136
12171,2012-05-27,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,22,30,52
15741,2012-10-23,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17
9837,2012-02-19,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119
14887,2012-09-17,3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,61,191,252
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46
11770,2012-05-10,2,1,5,14,0,4,1,1,0.56,0.5303,0.37,0.4179,61,186,247
14831,2012-09-15,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,6,31,37
11766,2012-05-10,2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179,42,112,154
11710,2012-05-08,2,1,5,2,0,2,1,2,0.52,0.5,0.63,0.2985,9,7,16
10337,2012-03-11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258
7715,2011-11-23,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.19399999999999998,9,55,64
1343,2011-03-01,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2
4453,2011-07-09,3,0,7,10,0,6,0,1,0.76,0.6970000000000001,0.52,0.1642,87,177,264
2479,2011-04-18,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288
7744,2011-11-24,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6
15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337
13371,2012-07-16,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483
13606,2012-07-26,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21
6160,2011-09-19,3,0,9,5,0,1,1,2,0.5,0.4848,0.77,0.19399999999999998,2,26,28
15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.19399999999999998,6,109,115
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448
3454,2011-05-28,2,0,5,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,99,153,252
15667,2012-10-19,4,1,10,23,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131
2635,2011-04-24,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,162,197,359
12037,2012-05-21,2,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,40,468,508
16645,2012-12-01,4,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63
10,2011-01-01,1,0,1,9,0,6,0,1,0.32,0.3485,0.76,0.0,8,6,14
9992,2012-02-26,1,1,2,8,0,0,0,1,0.2,0.19699999999999998,0.51,0.2537,2,57,59
6694,2011-10-11,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102
9414,2012-02-02,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2
5065,2011-08-03,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209
12737,2012-06-19,2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276
4918,2011-07-28,3,0,7,19,0,4,1,1,0.82,0.8029999999999999,0.59,0.19399999999999998,37,285,322
9229,2012-01-25,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,30,111,141
3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318
4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.19399999999999998,0,1,1
13584,2012-07-25,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4
13364,2012-07-16,3,1,7,0,0,1,1,3,0.72,0.6970000000000001,0.79,0.1045,11,32,43
577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
3624,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222
4061,2011-06-23,3,0,6,2,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,0,4,4
16143,2012-11-10,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0.0,16,130,146
1413,2011-03-04,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1
16353,2012-11-19,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5
14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314
932,2011-02-11,1,0,2,10,0,5,1,1,0.14,0.1364,0.69,0.19399999999999998,5,39,44
15695,2012-10-21,4,1,10,3,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41
12389,2012-06-05,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537,50,285,335
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.19399999999999998,4,110,114
13540,2012-07-23,3,1,7,8,0,1,1,1,0.72,0.6970000000000001,0.79,0.1045,47,691,738
6746,2011-10-13,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.19399999999999998,27,128,155
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.19399999999999998,0,13,13
17256,2012-12-26,1,1,12,20,0,3,1,3,0.32,0.303,0.93,0.2537,0,32,32
6172,2011-09-19,3,0,9,17,0,1,1,2,0.58,0.5455,0.64,0.1343,85,483,568
5136,2011-08-06,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114
8829,2012-01-08,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314
4809,2011-07-24,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22
8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,199
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.19399999999999998,0,8,8
7863,2011-11-29,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89
2329,2011-04-11,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91
5668,2011-08-29,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182
5667,2011-08-29,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218
15732,2012-10-22,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87
3193,2011-05-17,2,0,5,22,0,2,1,2,0.54,0.5152,0.88,0.2836,12,86,98
3761,2011-06-10,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165
786,2011-02-05,1,0,2,4,0,6,0,3,0.22,0.2273,0.93,0.1343,0,8,8
11014,2012-04-09,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16
13529,2012-07-22,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168
6781,2011-10-15,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.19399999999999998,17,39,56
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175
15434,2012-10-10,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183
10103,2012-03-02,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.19399999999999998,18,329,347
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205
4269,2011-07-01,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422
7737,2011-11-23,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51
7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22
8348,2011-12-19,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127
8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50
16770,2012-12-06,4,1,12,12,0,4,1,1,0.28,0.3182,0.41,0.0,29,206,235
17252,2012-12-26,1,1,12,16,0,3,1,3,0.26,0.2273,0.87,0.3582,0,13,13
106,2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.19399999999999998,10,52,62
14844,2012-09-15,3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,350,433,783
2482,2011-04-18,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,12,156,168
7109,2011-10-28,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204
6736,2011-10-13,4,0,10,5,0,4,1,2,0.54,0.5152,1.0,0.1045,1,16,17
8879,2012-01-10,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281
9419,2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445
10285,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
11258,2012-04-19,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120
13078,2012-07-04,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93
13667,2012-07-28,3,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291,497
11353,2012-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14
3291,2011-05-22,2,0,5,0,0,0,0,1,0.54,0.5152,0.88,0.1642,31,100,131
9066,2012-01-18,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130
2825,2011-05-02,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,48,133,181
12703,2012-06-18,2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121
16647,2012-12-01,4,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193
8099,2011-12-09,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0.0,2,10,12
9284,2012-01-27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422
17190,2012-12-24,1,1,12,0,0,1,1,1,0.22,0.2727,0.69,0.0,0,12,12
16280,2012-11-16,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.19399999999999998,53,170,223
11867,2012-05-14,2,1,5,15,0,1,1,2,0.62,0.5909,0.73,0.1642,40,156,196
14389,2012-08-27,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845
9685,2012-02-13,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.19399999999999998,5,85,90
2737,2011-04-28,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153
12326,2012-06-02,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,171,341,512
6159,2011-09-19,3,0,9,4,0,1,1,2,0.5,0.4848,0.77,0.1642,2,6,8
14103,2012-08-15,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649
15983,2012-11-03,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448
12610,2012-06-14,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298
13586,2012-07-25,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.19399999999999998,11,179,190
16174,2012-11-11,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724
17266,2012-12-27,1,1,12,6,0,4,1,1,0.24,0.19699999999999998,0.7,0.4925,0,45,45
12893,2012-06-26,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328
4433,2011-07-08,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375
2496,2011-04-18,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151
9096,2012-01-19,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121
726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63
8172,2011-12-12,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0.0,0,2,2
14166,2012-08-18,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.19399999999999998,25,147,172
1912,2011-03-25,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68
4463,2011-07-09,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314
5796,2011-09-03,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,66,96,162
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358
16104,2012-11-08,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592
8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.19399999999999998,3,30,33
12973,2012-06-29,3,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.19399999999999998,82,457,539
10501,2012-03-18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
4543,2011-07-13,3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5,5
15622,2012-10-18,4,1,10,2,0,4,1,1,0.46,0.4545,0.82,0.19399999999999998,1,13,14
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221
16584,2012-11-28,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563
10628,2012-03-23,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271
8083,2011-12-08,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110
11053,2012-04-10,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362
10463,2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
7533,2011-11-15,4,0,11,11,0,2,1,2,0.56,0.5303,0.64,0.19399999999999998,18,116,134
3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151
16051,2012-11-06,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216
16782,2012-12-07,4,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,3,45,48
2580,2011-04-22,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195
10231,2012-03-07,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,12,554,566
13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280
9836,2012-02-19,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167
1606,2011-03-12,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,25,76,101
14623,2012-09-06,3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62
13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9
5606,2011-08-26,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,63,151,214
8776,2012-01-06,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138
5660,2011-08-29,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460
17097,2012-12-20,4,1,12,3,0,4,1,2,0.3,0.3182,0.7,0.0896,1,3,4
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796
7421,2011-11-10,4,0,11,19,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211
6791,2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456
11364,2012-04-23,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103
12988,2012-06-30,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194
2086,2011-04-01,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241
8749,2012-01-05,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388
16186,2012-11-12,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4
113,2011-01-05,1,0,1,21,0,3,1,1,0.2,0.19699999999999998,0.51,0.19399999999999998,3,40,43
